MWE,Regex,Quantity
Refrescar a cabeça,(refrescar|refresco|refrescas|refresca|refrescamos|refrescais|refrescam|refrescava|refrescavas|refrescava|refrescávamos|refrescáveis|refrescavam|refresquei|refrescaste|refrescou|refrescamos|refrescastes|refrescaram|refrescara|refrescaras|refrescara|refrescáramos|refrescáreis|refrescaram|refrescarei|refrescarás|refrescará|refrescaremos|refrescareis|refrescarão|refrescaria|refrescarias|refrescaria|refrescaríamos|refrescaríeis|refrescariam|refresque|refresques|refresque|refresquemos|refresqueis|refresquem|refrescares|refrescar|refrescarmos|refrescardes|refrescarem) a cabeça,14
Renascer das cinzas,( renascer|renasço|renasces|renasce|renascemos|renasceis|renascem|renascia|renascias|renascia|renascíamos|renascíeis|renasciam|renasci|renasceste|renasceu|renascemos|renascestes|renasceram|renascera|renasceras|renascera|renascêramos|renascêreis|renasceram|renascerei|renascerás|renascerá|renasceremos|renascereis|renascerão|renasceria|renascerias|renasceria|renasceríamos|renasceríeis|renasceriam|renasça|renasças|renasça|renasçamos|renasçais|renasçam|renasceres|renascer|renascermos|renascerdes|renascerem) das cinzas,91
Repartir o bolo,(repartir|reparto|repartes|reparte|repartimos|repartis|repartem|repartia|repartias|repartia|repartíamos|repartíeis|repartiam|reparti|repartiste|repartiu|repartimos|repartistes|repartiram|repartira|repartiras|repartira|repartíramos|repartíreis|repartiram|repartirei|repartirás|repartirá|repartiremos|repartireis|repartirão|repartiria|repartirias|repartiria|repartiríamos|repartiríeis|repartiriam|repartisse|repartisses|repartisse|repartíssemos|repartísseis|repartissem|repartires|repartir|repartirmos|repartirdes|repartirem) o bolo,5
Rir à toa,(rir|rio|ris|rindo|rí|rimos|rides|riem|ria|rias|ria|ríamos|ríeis|riam|riria|ririas|riria|riríamos|riríeis|ririam|riram) à toa,23
Rir amarelo,(rir|rio|ris|rindo|rí|rimos|rides|riem|ria|rias|ria|ríamos|ríeis|riam|riria|ririas|riria|riríamos|riríeis|ririam|riram) amarelo,69
Rir às bandeiras despregadas,(rir|rio|ris|rindo|rí|rimos|rides|riem|ria|rias|ria|ríamos|ríeis|riam|riria|ririas|riria|riríamos|riríeis|ririam|riram) às bandeiras despregadas,1
Rodar a baiana,(rodo|rodas|roda|rodamos|rodais|rodam|rodava|rodavas|rodava|rodávamos|rodáveis|rodavam|rodei|rodaste|rodou|rodamos|rodastes|rodaram|rodara|rodaras|rodara|rodáramos|rodáreis|rodaram|rodarei|rodarás|rodará|rodaremos|rodareis|rodarão|rodaria|rodarias|rodaria|rodaríamos|rodaríeis|rodariam|rodasse|rodasses|rodasse|rodássemos|rodásseis|rodassem|rodasses|rodar|rodarmos|rodardes|rodarem) a baiana,14
Rodar a bolsinha,(rodo|rodas|roda|rodamos|rodais|rodam|rodava|rodavas|rodava|rodávamos|rodáveis|rodavam|rodei|rodaste|rodou|rodamos|rodastes|rodaram|rodara|rodaras|rodara|rodáramos|rodáreis|rodaram|rodarei|rodarás|rodará|rodaremos|rodareis|rodarão|rodaria|rodarias|rodaria|rodaríamos|rodaríeis|rodariam|rodasse|rodasses|rodasse|rodássemos|rodásseis|rodassem|rodasses|rodar|rodarmos|rodardes|rodarem) a bolsinha,0
Saber em que pé está,(sei|sabes|sabe|sabemos|sabeis|sabem|sabia|sabias|sabia|sabíamos|sabíeis|sabiam|soube|soubeste|soube|soubemos|soubestes|souberam|saberia|saberias|saberia|saberíamos|saberíeis|saberiam|saiba|saibas|saiba|saibamos|saibais|saibam|soubesse|soubesses|soubesse|soubéssemos|soubésseis|soubessem|saber|sabermos|saberdes|saberem) em que pé está,4
Sair à francesa,(saio|sais|sai|saímos|sais|saem|saiu|saíste|saiu|saímos|saístes|saíram|sairia|sairias|sairia|sairíamos|sairíeis|sairiam|saia|saias|saia|saiamos|saiais|saiam|saísse|saísses|saísse|saíssemos|saísseis|saíssem|sair|sairmos|sairdes|sairem) à francesa,3
Sair da lama,(saio|sais|sai|saímos|sais|saem|saiu|saíste|saiu|saímos|saístes|saíram|sairia|sairias|sairia|sairíamos|sairíeis|sairiam|saia|saias|saia|saiamos|saiais|saiam|saísse|saísses|saísse|saíssemos|saísseis|saíssem|sair|sairmos|sairdes|sairem) da lama,32
Sair de fininho,(saio|sais|sai|saímos|sais|saem|saiu|saíste|saiu|saímos|saístes|saíram|sairia|sairias|sairia|sairíamos|sairíeis|sairiam|saia|saias|saia|saiamos|saiais|saiam|saísse|saísses|saísse|saíssemos|saísseis|saíssem|sair|sairmos|sairdes|sairem) de fininho,130
Sair do armário,(saio|sais|sai|saímos|sais|saem|saiu|saíste|saiu|saímos|saístes|saíram|sairia|sairias|sairia|sairíamos|sairíeis|sairiam|saia|saias|saia|saiamos|saiais|saiam|saísse|saísses|saísse|saíssemos|saísseis|saíssem|sair|sairmos|sairdes|sairem) do armário,319
Sair do atoleiro,(saio|sais|sai|saímos|sais|saem|saiu|saíste|saiu|saímos|saístes|saíram|sairia|sairias|sairia|sairíamos|sairíeis|sairiam|saia|saias|saia|saiamos|saiais|saiam|saísse|saísses|saísse|saíssemos|saísseis|saíssem|sair|sairmos|sairdes|sairem) do atoleiro,31
Sair do fundo do poço,(saio|sais|sai|saímos|sais|saem|saiu|saíste|saiu|saímos|saístes|saíram|sairia|sairias|sairia|sairíamos|sairíeis|sairiam|saia|saias|saia|saiamos|saiais|saiam|saísse|saísses|saísse|saíssemos|saísseis|saíssem|sair|sairmos|sairdes|sairem) do fundo do poço,17
Sair do sufoco,(saio|sais|sai|saímos|sais|saem|saiu|saíste|saiu|saímos|saístes|saíram|sairia|sairias|sairia|sairíamos|sairíeis|sairiam|saia|saias|saia|saiamos|saiais|saiam|saísse|saísses|saísse|saíssemos|saísseis|saíssem|sair|sairmos|sairdes|sairem) do sufoco,8
Sair do tom,(saio|sais|sai|saímos|sais|saem|saiu|saíste|saiu|saímos|saístes|saíram|sairia|sairias|sairia|sairíamos|sairíeis|sairiam|saia|saias|saia|saiamos|saiais|saiam|saísse|saísses|saísse|saíssemos|saísseis|saíssem|sair|sairmos|sairdes|sairem) do tom,5
Sair do vermelho,(saio|sais|sai|saímos|sais|saem|saiu|saíste|saiu|saímos|saístes|saíram|sairia|sairias|sairia|sairíamos|sairíeis|sairiam|saia|saias|saia|saiamos|saiais|saiam|saísse|saísses|saísse|saíssemos|saísseis|saíssem|sair|sairmos|sairdes|sairem) do vermelho,55
Sair no braço,(saio|sais|sai|saímos|sais|saem|saiu|saíste|saiu|saímos|saístes|saíram|sairia|sairias|sairia|sairíamos|sairíeis|sairiam|saia|saias|saia|saiamos|saiais|saiam|saísse|saísses|saísse|saíssemos|saísseis|saíssem|sair|sairmos|sairdes|sairem) no braço,11
Sair pelos olhos,(saio|sais|sai|saímos|sais|saem|saiu|saíste|saiu|saímos|saístes|saíram|sairia|sairias|sairia|sairíamos|sairíeis|sairiam|saia|saias|saia|saiamos|saiais|saiam|saísse|saísses|saísse|saíssemos|saísseis|saíssem|sair|sairmos|sairdes|sairem) pelos olhos,0
Sair-se bem,(saio|sais|sai|saímos|sais|saem|saiu|saíste|saiu|saímos|saístes|saíram|sairia|sairias|sairia|sairíamos|sairíeis|sairiam|saia|saias|saia|saiamos|saiais|saiam|saísse|saísses|saísse|saíssemos|saísseis|saíssem|sair|sairmos|sairdes|sairem)-se bem,88
Sair-se mal,(saio|sais|sai|saímos|sais|saem|saiu|saíste|saiu|saímos|saístes|saíram|sairia|sairias|sairia|sairíamos|sairíeis|sairiam|saia|saias|saia|saiamos|saiais|saiam|saísse|saísses|saísse|saíssemos|saísseis|saíssem|sair|sairmos|sairdes|sairem)-se mal,6
Saltar aos olhos,(salto|saltas|salta|saltamos|saltais|saltam|saltei|saltaste|saltou|saltamos|saltastes|saltaram|saltava|saltavas|saltava|saltávamos|saltáveis|saltavam|saltei|saltaste|saltou|saltamos|saltastes|saltaram|saltarei|saltarás|saltará|saltaremos|saltareis|saltarão|saltaria|saltarias|saltaria|saltaríamos|saltaríeis|saltariam|salte|salteis|salte|saltemos|salteis|saltem|salsar-me-ei|salsar-te-ás|salsar-se-á|salsar-nos-emos|salsar-vos-eis|salsar-se-ão|salsar-me-ia|salsar-te-ias|salsar-se-ia|salsar-nos-íamos|salsar-vos-íeis|salsar-se-iam|salse|salseis|salse|salsemos|salseis|salsem) aos olhos,597
Salvar a face,(salvo|salvas|salva|salvamos|salvais|salvam|salvei|salvaste|salvou|salvamos|salvastes|salvaram|salvava|salvavas|salvava|salvávamos|salváveis|salvavam|salvei|salvaste|salvou|salvamos|salvastes|salvaram|salvarei|salvarás|salvará|salvaremos|salvareis|salvarão|salvaria|salvarias|salvaria|salvaríamos|salvaríeis|salvariam|salve|salveis|salve|salvemos|salveis|salvem|salve-se|salve-te|salve-se|salve-nos|salve-vos|salve-se|salvei-me|salvaste-te|salvou-se|salvamo-nos|salvastes-vos|salvaram-se|salvar-me-ei|salvar-te-ás|salvar-se-á|salvar-nos-emos|salvar-vos-eis|salvar-se-ão|salvar-me-ia|salvar-te-ias|salvar-se-ia|salvar-nos-íamos|salvar-vos-íeis|salvar-se-iam|salve|salveis|salve|salvemos|salveis|salvem) a face,2
Salvar a pele,(salvo|salvas|salva|salvamos|salvais|salvam|salvei|salvaste|salvou|salvamos|salvastes|salvaram|salvava|salvavas|salvava|salvávamos|salváveis|salvavam|salvei|salvaste|salvou|salvamos|salvastes|salvaram|salvarei|salvarás|salvará|salvaremos|salvareis|salvarão|salvaria|salvarias|salvaria|salvaríamos|salvaríeis|salvariam|salve|salveis|salve|salvemos|salveis|salvem|salve-se|salve-te|salve-se|salve-nos|salve-vos|salve-se|salvei-me|salvaste-te|salvou-se|salvamo-nos|salvastes-vos|salvaram-se|salvar-me-ei|salvar-te-ás|salvar-se-á|salvar-nos-emos|salvar-vos-eis|salvar-se-ão|salvar-me-ia|salvar-te-ias|salvar-se-ia|salvar-nos-íamos|salvar-vos-íeis|salvar-se-iam|salve|salveis|salve|salvemos|salveis|salvem) a pele,49
Salvar as aparências,(salvo|salvas|salva|salvamos|salvais|salvam|salvei|salvaste|salvou|salvamos|salvastes|salvaram|salvava|salvavas|salvava|salvávamos|salváveis|salvavam|salvei|salvaste|salvou|salvamos|salvastes|salvaram|salvarei|salvarás|salvará|salvaremos|salvareis|salvarão|salvaria|salvarias|salvaria|salvaríamos|salvaríeis|salvariam|salve|salveis|salve|salvemos|salveis|salvem|salve-se|salve-te|salve-se|salve-nos|salve-vos|salve-se|salvei-me|salvaste-te|salvou-se|salvamo-nos|salvastes-vos|salvaram-se|salvar-me-ei|salvar-te-ás|salvar-se-á|salvar-nos-emos|salvar-vos-eis|salvar-se-ão|salvar-me-ia|salvar-te-ias|salvar-se-ia|salvar-nos-íamos|salvar-vos-íeis|salvar-se-iam|salve|salveis|salve|salvemos|salveis|salvem) as aparências,5
Seguir à risca,(sigo|segues|segue|seguimos|seguis|seguem|segui|seguiste|seguiu|seguimos|seguistes|seguiram|seguia|seguias|seguia|seguíamos|seguíeis|seguiam|seguirei|seguirás|seguirá|seguiremos|seguireis|seguirão|seguiria|seguirias|seguiria|seguiríamos|seguiríeis|seguiriam|siga|sigas|siga|sigamos|sigais|sigam|siga|sigas|siga|sigamos|sigais|sigam|siga-se|sigas-te|siga-se|sigamo-nos|sigais-vos|siga-se|sigam-se|seguir-me-ei|seguir-te-ás|seguir-se-á|seguir-nos-emos|seguir-vos-eis|seguir-se-ão|seguir-me-ia|seguir-te-ias|seguir-se-ia|seguir-nos-íamos|seguir-vos-íeis|seguir-se-iam) à risca,92
Seguir os passos,(sigo|segues|segue|seguimos|seguis|seguem|segui|seguiste|seguiu|seguimos|seguistes|seguiram|seguia|seguias|seguia|seguíamos|seguíeis|seguiam|seguirei|seguirás|seguirá|seguiremos|seguireis|seguirão|seguiria|seguirias|seguiria|seguiríamos|seguiríeis|seguiriam|siga|sigas|siga|sigamos|sigais|sigam|siga|sigas|siga|sigamos|sigais|sigam|siga-se|sigas-te|siga-se|sigamo-nos|sigais-vos|siga-se|sigam-se|seguir-me-ei|seguir-te-ás|seguir-se-á|seguir-nos-emos|seguir-vos-eis|seguir-se-ão|seguir-me-ia|seguir-te-ias|seguir-se-ia|seguir-nos-íamos|seguir-vos-íeis|seguir-se-iam) os passos,485
Seguir seu curso,(sigo|segues|segue|seguimos|seguis|seguem|segui|seguiste|seguiu|seguimos|seguistes|seguiram|seguia|seguias|seguia|seguíamos|seguíeis|seguiam|seguirei|seguirás|seguirá|seguiremos|seguireis|seguirão|seguiria|seguirias|seguiria|seguiríamos|seguiríeis|seguiriam|siga|sigas|siga|sigamos|sigais|sigam|siga|sigas|siga|sigamos|sigais|sigam|siga-se|sigas-te|siga-se|sigamo-nos|sigais-vos|siga-se|sigam-se|seguir-me-ei|seguir-te-ás|seguir-se-á|seguir-nos-emos|seguir-vos-eis|seguir-se-ão|seguir-me-ia|seguir-te-ias|seguir-se-ia|seguir-nos-íamos|seguir-vos-íeis|seguir-se-iam) seu curso,135
Seguir suas inclinações,(sigo|segues|segue|seguimos|seguis|seguem|segui|seguiste|seguiu|seguimos|seguistes|seguiram|seguia|seguias|seguia|seguíamos|seguíeis|seguiam|seguirei|seguirás|seguirá|seguiremos|seguireis|seguirão|seguiria|seguirias|seguiria|seguiríamos|seguiríeis|seguiriam|siga|sigas|siga|sigamos|sigais|sigam|siga|sigas|siga|sigamos|sigais|sigam|siga-se|sigas-te|siga-se|sigamo-nos|sigais-vos|siga-se|sigam-se|seguir-me-ei|seguir-te-ás|seguir-se-á|seguir-nos-emos|seguir-vos-eis|seguir-se-ão|seguir-me-ia|seguir-te-ias|seguir-se-ia|seguir-nos-íamos|seguir-vos-íeis|seguir-se-iam) suas inclinações,0
Segurar a barra,( seguro|seguras|segura|seguramos|segurais|seguram|segurava|seguravas|segurava|segurávamos|seguráveis|seguravam|segurei|seguraste|segurou|seguramos|segurastes|seguraram|segurara|seguraras|segurara|seguráramos|seguráreis|seguraram|segurarei|segurarás|segurará|seguraremos|segurareis|segurarão|seguraria|segurarias|seguraria|seguraríamos|seguraríeis|segurariam|segure|segures|segure|seguremos|segureis|segurem|segura-te|segure-se|seguremo-nos|segurai-vos|segurem-se) a barra,32
Segurar a língua,( seguro|seguras|segura|seguramos|segurais|seguram|segurava|seguravas|segurava|segurávamos|seguráveis|seguravam|segurei|seguraste|segurou|seguramos|segurastes|seguraram|segurara|seguraras|segurara|seguráramos|seguráreis|seguraram|segurarei|segurarás|segurará|seguraremos|segurareis|segurarão|seguraria|segurarias|seguraria|seguraríamos|seguraríeis|segurariam|segure|segures|segure|seguremos|segureis|segurem|segura-te|segure-se|seguremo-nos|segurai-vos|segurem-se) a língua,9
Segurar a onda,( seguro|seguras|segura|seguramos|segurais|seguram|segurava|seguravas|segurava|segurávamos|seguráveis|seguravam|segurei|seguraste|segurou|seguramos|segurastes|seguraram|segurara|seguraras|segurara|seguráramos|seguráreis|seguraram|segurarei|segurarás|segurará|seguraremos|segurareis|segurarão|seguraria|segurarias|seguraria|seguraríamos|seguraríeis|segurariam|segure|segures|segure|seguremos|segureis|segurem|segura-te|segure-se|seguremo-nos|segurai-vos|segurem-se) a onda,43
Segurar as pontas,( seguro|seguras|segura|seguramos|segurais|seguram|segurava|seguravas|segurava|segurávamos|seguráveis|seguravam|segurei|seguraste|segurou|seguramos|segurastes|seguraram|segurara|seguraras|segurara|seguráramos|seguráreis|seguraram|segurarei|segurarás|segurará|seguraremos|segurareis|segurarão|seguraria|segurarias|seguraria|seguraríamos|seguraríeis|segurariam|segure|segures|segure|seguremos|segureis|segurem|segura-te|segure-se|seguremo-nos|segurai-vos|segurem-se) as pontas,32
Segurar vela,( seguro|seguras|segura|seguramos|segurais|seguram|segurava|seguravas|segurava|segurávamos|seguráveis|seguravam|segurei|seguraste|segurou|seguramos|segurastes|seguraram|segurara|seguraras|segurara|seguráramos|seguráreis|seguraram|segurarei|segurarás|segurará|seguraremos|segurareis|segurarão|seguraria|segurarias|seguraria|seguraríamos|seguraríeis|segurariam|segure|segures|segure|seguremos|segureis|segurem|segura-te|segure-se|seguremo-nos|segurai-vos|segurem-se) vela,9
Sentar a mão,(sento|sentes|sente|sentamos|sentais|sentam|sentava|sentavas|sentava|sentávamos|sentáveis|sentavam|sentei|sentaste|sentou|sentamos|sentastes|sentaram|sentara|sentaras|sentara|sentáramos|sentáreis|sentaram|sentarei|sentarás|sentará|sentaremos|sentareis|sentarão|sentaria|sentarias|sentaria|sentaríamos|sentaríeis|sentariam|sente|sentes|sente|sentemos|sentei|sentes|sente|senteis|sentem|senta-te|sente-se|sentemo-nos|sentai-vos|sentem-se) a mão,1
Sentir o terreno,(sinto|sentes|sente|sentimos|sentis|sentem|sentia|sentias|sentia|sentíamos|sentíeis|sentiam|senti|sentiste|sentiu|sentimos|sentistes|sentiram|sentira|sentiras|sentira|sentíramos|sentíreis|sentiram|sentirei|sentirás|sentirá|sentiremos|sentireis|sentirão|sentiria|sentirias|sentiria|sentiríamos|sentiríeis|sentiriam|sinto|sentes|sente|sintamos|sintais|sintam|sintas|sinta|sintamos|sintais|sintam|sintido|sintido|sintida|sintidas|sintidos|sintidos|sintidas|sintidas) o terre,13
Sentir-se em casa,(sinto|sentes|sente|sentimos|sentis|sentem|sentia|sentias|sentia|sentíamos|sentíeis|sentiam|senti|sentiste|sentiu|sentimos|sentistes|sentiram|sentira|sentiras|sentira|sentíramos|sentíreis|sentiram|sentirei|sentirás|sentirá|sentiremos|sentireis|sentirão|sentiria|sentirias|sentiria|sentiríamos|sentiríeis|sentiriam|sinto|sentes|sente|sintamos|sintais|sintam|sintas|sinta|sintamos|sintais|sintam|sintido|sintido|sintida|sintidas|sintidos|sintidos|sintidas|sintidas)-se em casa,134
Separar o joio do trigo,(Separo|Separas|Separa|Separamos|Separais|Separam|Separava|Separavas|Separava|Separávamos|Separáveis|Separavam|Separei|Separaste|Separou|Separamos|Separastes|Separaram|Separaremos|Separareis|Separarão|Separaria|Separarias|Separaria|Separaríamos|Separaríeis|Separariam|Separar|Separares|Separar|Separarmos|Separardes|Separarem|Separasse|Separasses|Separasse|Separássemos|Separásseis|Separassem) o joio do trigo,7
Ser a sombra de,(ser|sou|és|é|somos|sois|são|fui|foste|foi|fomos|fostes|foram|serei|serás|será|seremos|sereis|serão|era|eras|era|éramos|éreis|eram|fora|foras|fora|fôramos|fôreis|foram|seria|serias|seria|seríamos|seríeis|seriam) a sombra de,24
Ser bico,(ser|sou|és|é|somos|sois|são|fui|foste|foi|fomos|fostes|foram|serei|serás|será|seremos|sereis|serão|era|eras|era|éramos|éreis|eram|fora|foras|fora|fôramos|fôreis|foram|seria|serias|seria|seríamos|seríeis|seriam) bico,60
Ser cabeça dura,(ser|sou|és|é|somos|sois|são|fui|foste|foi|fomos|fostes|foram|serei|serás|será|seremos|sereis|serão|era|eras|era|éramos|éreis|eram|fora|foras|fora|fôramos|fôreis|foram|seria|serias|seria|seríamos|seríeis|seriam) cabeça dura,33
Ser canja,(ser|sou|és|é|somos|sois|são|fui|foste|foi|fomos|fostes|foram|serei|serás|será|seremos|sereis|serão|era|eras|era|éramos|éreis|eram|fora|foras|fora|fôramos|fôreis|foram|seria|serias|seria|seríamos|seríeis|seriam) canja,27
Ser cheio de dedos,(ser|sou|és|é|somos|sois|são|fui|foste|foi|fomos|fostes|foram|serei|serás|será|seremos|sereis|serão|era|eras|era|éramos|éreis|eram|fora|foras|fora|fôramos|fôreis|foram|seria|serias|seria|seríamos|seríeis|seriam) cheio de dedos,0
Ser colocado contra a parede,(ser|sou|és|é|somos|sois|são|fui|foste|foi|fomos|fostes|foram|serei|serás|será|seremos|sereis|serão|era|eras|era|éramos|éreis|eram|fora|foras|fora|fôramos|fôreis|foram|seria|serias|seria|seríamos|seríeis|seriam) colocado contra a parede,2
Ser como São Tomé,(ser|sou|és|é|somos|sois|são|fui|foste|foi|fomos|fostes|foram|serei|serás|será|seremos|sereis|serão|era|eras|era|éramos|éreis|eram|fora|foras|fora|fôramos|fôreis|foram|seria|serias|seria|seríamos|seríeis|seriam) como [Ss]ão [Tt]o,0
Ser curto e grosso,(ser|sou|és|é|somos|sois|são|fui|foste|foi|fomos|fostes|foram|serei|serás|será|seremos|sereis|serão|era|eras|era|éramos|éreis|eram|fora|foras|fora|fôramos|fôreis|foram|seria|serias|seria|seríamos|seríeis|seriam) curto e grosso,18
Ser de lua,(ser|sou|és|é|somos|sois|são|fui|foste|foi|fomos|fostes|foram|serei|serás|será|seremos|sereis|serão|era|eras|era|éramos|éreis|eram|fora|foras|fora|fôramos|fôreis|foram|seria|serias|seria|seríamos|seríeis|seriam) de lua,11
Ser fichinha,(ser|sou|és|é|somos|sois|são|fui|foste|foi|fomos|fostes|foram|serei|serás|será|seremos|sereis|serão|era|eras|era|éramos|éreis|eram|fora|foras|fora|fôramos|fôreis|foram|seria|serias|seria|seríamos|seríeis|seriam) fichinha,50
Ser mais realista que o rei,(ser|sou|és|é|somos|sois|são|fui|foste|foi|fomos|fostes|foram|serei|serás|será|seremos|sereis|serão|era|eras|era|éramos|éreis|eram|fora|foras|fora|fôramos|fôreis|foram|seria|serias|seria|seríamos|seríeis|seriam) mais realista que o rei,8
Ser mão fechada,(ser|sou|és|é|somos|sois|são|fui|foste|foi|fomos|fostes|foram|serei|serás|será|seremos|sereis|serão|era|eras|era|éramos|éreis|eram|fora|foras|fora|fôramos|fôreis|foram|seria|serias|seria|seríamos|seríeis|seriam) mão fechada,0
Ser mole / é mole,(ser|sou|és|é|somos|sois|são|fui|foste|foi|fomos|fostes|foram|serei|serás|será|seremos|sereis|serão|era|eras|era|éramos|éreis|eram|fora|foras|fora|fôramos|fôreis|foram|seria|serias|seria|seríamos|seríeis|seriam) mole,1431
Ser moleza,(ser|sou|és|é|somos|sois|são|fui|foste|foi|fomos|fostes|foram|serei|serás|será|seremos|sereis|serão|era|eras|era|éramos|éreis|eram|fora|foras|fora|fôramos|fôreis|foram|seria|serias|seria|seríamos|seríeis|seriam) moleza,550
Ser o fim da picada,(ser|sou|és|é|somos|sois|são|fui|foste|foi|fomos|fostes|foram|serei|serás|será|seremos|sereis|serão|era|eras|era|éramos|éreis|eram|fora|foras|fora|fôramos|fôreis|foram|seria|serias|seria|seríamos|seríeis|seriam) o fim da picada,27
Ser o fim do mundo,(ser|sou|és|é|somos|sois|são|fui|foste|foi|fomos|fostes|foram|serei|serás|será|seremos|sereis|serão|era|eras|era|éramos|éreis|eram|fora|foras|fora|fôramos|fôreis|foram|seria|serias|seria|seríamos|seríeis|seriam) o fim do mundo,804
Ser pão,(ser|sou|és|é|somos|sois|são|fui|foste|foi|fomos|fostes|foram|serei|serás|será|seremos|sereis|serão|era|eras|era|éramos|éreis|eram|fora|foras|fora|fôramos|fôreis|foram|seria|serias|seria|seríamos|seríeis|seriam) pão,141
Ser queijo,(ser|sou|és|é|somos|sois|são|fui|foste|foi|fomos|fostes|foram|serei|serás|será|seremos|sereis|serão|era|eras|era|éramos|éreis|eram|fora|foras|fora|fôramos|fôreis|foram|seria|serias|seria|seríamos|seríeis|seriam) queijo,105
Ser santinho do pau oco,(ser|sou|és|é|somos|sois|são|fui|foste|foi|fomos|fostes|foram|serei|serás|será|seremos|sereis|serão|era|eras|era|éramos|éreis|eram|fora|foras|fora|fôramos|fôreis|foram|seria|serias|seria|seríamos|seríeis|seriam) santinho do pau oco,0
Ser só pele o osso,(ser|sou|és|é|somos|sois|são|fui|foste|foi|fomos|fostes|foram|serei|serás|será|seremos|sereis|serão|era|eras|era|éramos|éreis|eram|fora|foras|fora|fôramos|fôreis|foram|seria|serias|seria|seríamos|seríeis|seriam) só pele o osso,0
Ser sopa (no mel),(ser|sou|és|é|somos|sois|são|fui|foste|foi|fomos|fostes|foram|serei|serás|será|seremos|sereis|serão|era|eras|era|éramos|éreis|eram|fora|foras|fora|fôramos|fôreis|foram|seria|serias|seria|seríamos|seríeis|seriam) sopa,135
Ser um deus-nos-acuda,(ser|sou|és|é|somos|sois|são|fui|foste|foi|fomos|fostes|foram|serei|serás|será|seremos|sereis|serão|era|eras|era|éramos|éreis|eram|fora|foras|fora|fôramos|fôreis|foram|seria|serias|seria|seríamos|seríeis|seriam) um deus[- ] nos[- ]acuda,0
Ser um monte de merda,(ser|sou|és|é|somos|sois|são|fui|foste|foi|fomos|fostes|foram|serei|serás|será|seremos|sereis|serão|era|eras|era|éramos|éreis|eram|fora|foras|fora|fôramos|fôreis|foram|seria|serias|seria|seríamos|seríeis|seriam) um monte de merda,28
Ser uma geladeira,(ser|sou|és|é|somos|sois|são|fui|foste|foi|fomos|fostes|foram|serei|serás|será|seremos|sereis|serão|era|eras|era|éramos|éreis|eram|fora|foras|fora|fôramos|fôreis|foram|seria|serias|seria|seríamos|seríeis|seriam) uma geladeira,24
Ser uma roleta russa,(ser|sou|és|é|somos|sois|são|fui|foste|foi|fomos|fostes|foram|serei|serás|será|seremos|sereis|serão|era|eras|era|éramos|éreis|eram|fora|foras|fora|fôramos|fôreis|foram|seria|serias|seria|seríamos|seríeis|seriam) uma roleta russa,0
Ser vaquinha de presépio,(ser|sou|és|é|somos|sois|são|fui|foste|foi|fomos|fostes|foram|serei|serás|será|seremos|sereis|serão|era|eras|era|éramos|éreis|eram|fora|foras|fora|fôramos|fôreis|foram|seria|serias|seria|seríamos|seríeis|seriam) vaquinha de presépio,0
Servir como uma luva,(servir|sirvo|serves|serve|servimos|servis|servem|servi|serviste|serviu|servimos|servistes|serviram|servia|servias|servia|servíamos|servíeis|serviam|servi|serviste|serviu|servimos|servistes|serviram|servira|serviras|servira|servíramos|servíreis|serviram|servirei|servirás|servirá|serviremos|servireis|servirão|serviria|servirias|serviria|serviríamos|serviríeis|serviriam|sirva|sirvais|sirva|sirvamos|sirvam|sirva|servir|servires|servir|servirmos|servirdes|servirem|servindo|servido|servida|servidos|servidas|servindo) como uma luva,34
Servir de ponte,(servir|sirvo|serves|serve|servimos|servis|servem|servi|serviste|serviu|servimos|servistes|serviram|servia|servias|servia|servíamos|servíeis|serviam|servi|serviste|serviu|servimos|servistes|serviram|servira|serviras|servira|servíramos|servíreis|serviram|servirei|servirás|servirá|serviremos|servireis|servirão|serviria|servirias|serviria|serviríamos|serviríeis|serviriam|sirva|sirvais|sirva|sirvamos|sirvam|sirva|servir|servires|servir|servirmos|servirdes|servirem|servindo|servido|servida|servidos|servidas|servindo) de ponte,63
Só não chamar de santo,[Ss]ó não (chamar|chamo|chamas|chama|chamamos|chamais|chamam|chamei|chamaste|chamou|chamaram|chamava|chamávamos|chamavam|chamara|chamáramos|chamaram|chamarei|chamarás|chamará|chamarão|chamaria|chamaríamos|chamariam|chame|chameis|chamemos|chamai|chamem|chamares|chamarmos|chamardes|chamando|chamado|chamada|chamados|chamadas)  de santo,0
Soltar as rédeas,(soltar|solto|solta|soltas|soltem|soltemos|soltais|soltam|soltava|soltavas|soltávamos|soltáveis|soltavam|soltei|soltaste|soltou|soltamos|soltastes|soltaram|soltara|soltaras|soltáramos|soltáreis|soltaram|soltarei|soltarás|soltará|soltaremos|soltareis|soltarão|soltaria|soltarias|soltaríamos|soltaríeis|soltariam|soltasse|sol­tasses|soltássemos|soltásseis|soltassem|soltar|soltares|sol­tarmos|soltardes|soltarem|solta|solte|soltemos|solteis|soltem) as rédeas,17
